LEGAJO	CARRERA	FECHA_INGRESO	FECHA_INSCRIPCION	MODALIDAD_DES	MATERIAS APROBADAS CARRERA	MATERIAS REGULARES	PROMEDIO CON APLAZO	PROMEDIO SIN APLAZO	GENERO	COHORTE	PERIODO	SUBPERIODO	INGR / REINSC	FECHA_PAGO_MATRICULA	PROVINCIA_ALUMNO	ESTADO	ULTIMA_MATRICULA	ULTIMO_ARANCEL	NPS
522	Procurador	9/5/2023	28/6/2023	Distancia - MTD	9	0	9	8,89	Femenino	2023	feb-23	A-2-2023	Reinscripto	28/6/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	10
523	Abogacía	3/3/2011	29/6/2023	Distancia - MTD	8	0	6	6,17	Femenino	2012	feb-23	A-2-2023	Reinscripto	29/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	4
524	Tecnicatura Universitaria En Redes Informáticas Y Telecomunicaciones	29/3/2023	6/6/2023	Distancia - MTD	8	0	10	9,63	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Salta	MATRICULA PAGA	feb-24	feb-24	9
525	Tecnicatura Universitaria En Redes Informáticas Y Telecomunicaciones	4/11/2022	7/6/2023	Distancia - MTD	6	0	9	8,5	Masculino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
526	Abogacía	27/11/2017	21/6/2023	Distancia - MTD	7	1	5	6,64	Femenino	2018	feb-23	A-2-2023	Reinscripto	21/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
527	Contador Público	16/11/2021	8/6/2023	Distancia - MTD	22	0	9	9,05	Masculino	2022	feb-23	A-2-2023	Reinscripto	8/6/2023	San Juan	MATRICULA PAGA	feb-24	feb-24	0
528	Martillero, Corredor Público Y Corredor Inmobiliario	21/2/2022	7/6/2023	Distancia - ED	16	0	8	8,25	Masculino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
529	Contador Público	2/5/2023	6/7/2023	Distancia - MTD	7	1	8	8,14	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/7/2023	Salta	MATRICULA PAGA	ene-24	ene-24	9
530	Procurador	30/6/2023	30/6/2023	Distancia - MTD	6	0	10	9,67	Femenino	2023	feb-23	A-2-2023	Ingresante	30/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
531	Abogacía	8/10/2014	21/7/2023	Distancia - ED	10	1	6	6,52	Femenino	2019	feb-23	A-2-2023	Reinscripto	21/7/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	10
532	Abogacía	13/10/2022	27/6/2023	Distancia - MTD	7	1	7	7,71	Femenino	2022	feb-23	A-2-2023	Reinscripto	27/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	7
533	Licenciatura En Gestión De Recursos Humanos	22/8/2019	26/7/2023	Distancia - MTD	34	2	7	7,23	Masculino	2019	feb-23	A-2-2023	Reinscripto	26/7/2023	Santa Cruz	MATRICULA PAGA	ene-24	feb-23	3
534	Licenciatura En Educación - Ciclo	24/2/2021	11/8/2023	Distancia - MTD	16	0	7	6,94	Femenino	2021	feb-23	A-2-2023	Reinscripto	11/8/2023	Chubut	MATRICULA PAGA	ene-24	ene-23	8
535	Licenciatura En Matemática	3/12/2021	13/6/2023	Distancia - MTD	26	0	8	7,9	Masculino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	7
536	Martillero, Corredor Público Y Corredor Inmobiliario	5/11/2022	5/6/2023	Distancia - MTD	8	0	9	9	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
537	Abogacía	19/7/2023	19/7/2023	Distancia - MTD	4	0	8	8	Femenino	2023	feb-23	A-2-2023	Ingresante	19/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
538	Abogacía	30/4/2021	30/6/2023	Distancia - MTD	22	0	8	8,07	Femenino	2021	feb-23	A-2-2023	Reinscripto	30/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
539	Tecnicatura Universitaria En Gestión Administrativa De Servicios De Salud	13/6/2023	13/6/2023	Distancia - MTD	0	1	0	0	Femenino	2023	feb-23	A-2-2023	Ingresante	13/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	6
540	Martillero, Corredor Público Y Corredor Inmobiliario	11/10/2022	23/6/2023	Distancia - MTD	8	0	8	7,88	Femenino	2023	feb-23	A-2-2023	Reinscripto	23/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
541	Licenciatura En Educación - Ciclo	21/7/2023	21/7/2023	Distancia - MTD	1	1	4	4	Femenino	2024	feb-23	A-2-2023	Ingresante	21/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	6
542	Licenciatura En Inteligencia Artificial Y Robótica	1/2/2023	6/6/2023	Distancia - MTD	18	0	8	7,74	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
543	Abogacía	3/8/2021	5/6/2023	Distancia - MTD	24	1	7	6,97	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
544	Martillero, Corredor Público Y Corredor Inmobiliario	7/2/2022	15/6/2023	Distancia - MTD	12	0	7	6,83	Masculino	2022	feb-23	A-2-2023	Reinscripto	15/6/2023	Santa Cruz	MATRICULA PAGA	feb-24	feb-24	8
545	Escribanía-Ciclo	1/8/2023	1/8/2023	Distancia - MTD	5	0	9	8,6	Femenino	2023	feb-23	A-2-2023	Ingresante	1/8/2023	Neuquen	MATRICULA PAGA	ene-24	ene-24	10
546	Martillero, Corredor Público Y Corredor Inmobiliario	18/8/2022	4/9/2023	Distancia - MTD	6	0	8	7,5	Femenino	2022	feb-23	B-2-2023	Reinscripto	4/9/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
547	Tecnicatura En Dirección De Equipos De Ventas	19/12/2022	15/6/2023	Distancia - ED	8	0	7	7,25	Masculino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
548	Abogacía	21/3/2017	5/6/2023	Distancia - ED	18	0	8	8,22	Masculino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
549	Tecnicatura Universitaria En Redes Informáticas Y Telecomunicaciones	31/3/2023	8/6/2023	Distancia - MTD	3	0	8	8,33	Masculino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	4
550	Abogacía	4/2/2021	7/8/2023	Distancia - ED	22	1	9	9,03	Masculino	2021	feb-23	A-2-2023	Reinscripto	7/8/2023	Santiago Del Estero	MATRICULA PAGA	feb-23	feb-23	8
551	Abogacía	17/12/2021	5/6/2023	Distancia - MTD	32	0	9	8,81	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	ene-24	7
552	Licenciatura En Comercialización	15/3/2018	5/6/2023	Distancia - ED	41	1	6	6,54	Masculino	2018	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
553	Tecnicatura Universitaria En Gestión Administrativa De Servicios De Salud	16/5/2023	27/6/2023	Distancia - MTD	2	0	8	7,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	27/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
554	Martillero, Corredor Público Y Corredor Inmobiliario	13/3/2023	6/6/2023	Distancia - MTD	8	0	9	8,63	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
555	Abogacía	8/2/2021	9/6/2023	Distancia - MTD	25	0	9	9,37	Masculino	2021	feb-23	A-2-2023	Reinscripto	9/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	6
556	Procurador	23/11/2022	9/6/2023	Distancia - MTD	20	0	9	9,1	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
557	Licenciatura En Administración	8/2/2017	19/7/2023	Distancia - ED	10	1	7	6,96	Masculino	2017	feb-23	A-2-2023	Reinscripto	19/7/2023	Sin datos	MATRICULA PAGA	feb-23	ene-23	10
558	Martillero, Corredor Público Y Corredor Inmobiliario	25/2/2022	6/6/2023	Distancia - ED	15	0	8	8,27	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
559	Abogacía	15/12/2020	6/6/2023	Distancia - MTD	24	0	8	8,31	Femenino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	10
560	Licenciatura En Gestión Ambiental	21/5/2020	27/7/2023	Distancia - MTD	42	1	8	8,04	Masculino	2020	feb-23	A-2-2023	Reinscripto	27/7/2023	Neuquen	MATRICULA PAGA	ene-24	ene-23	0
561	Contador Público	23/7/2014	10/7/2023	Distancia - MTD	17	1	5	6,34	Femenino	2014	feb-23	A-2-2023	Reinscripto	10/7/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	7
562	Abogacía	27/8/2020	13/6/2023	Distancia - MTD	22	0	7	6,97	Femenino	2020	feb-23	A-2-2023	Reinscripto	13/6/2023	Chaco	MATRICULA PAGA	ene-24	ene-24	10
563	Martillero, Corredor Público Y Corredor Inmobiliario	15/3/2022	16/6/2023	Distancia - MTD	12	0	9	8,58	Femenino	2022	feb-23	A-2-2023	Reinscripto	16/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	6
564	Licenciatura En Seguridad Informatica	25/10/2021	5/6/2023	Distancia - MTD	25	1	8	7,76	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Entre Rios	MATRICULA PAGA	feb-24	feb-24	7
565	Tecnicatura En Gestión Contable E Impositiva	6/3/2023	5/6/2023	Distancia - MTD	8	0	9	8,63	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Ciudad Autonoma De Buenos Aires	MATRICULA PAGA	feb-24	feb-24	0
566	Contador Público	26/3/2014	12/6/2023	Distancia - MTD	9	0	5	6,2	Femenino	2014	feb-23	A-2-2023	Reinscripto	12/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	8
567	Licenciatura En Ciencia De Datos	4/7/2023	4/7/2023	Distancia - ED	0	0	0	0	Masculino	2023	feb-23	A-2-2023	Ingresante	4/7/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	7
568	Licenciatura En Periodismo	21/11/2018	17/7/2023	Distancia - MTD	40	0	7	7,44	Masculino	2019	feb-23	A-2-2023	Reinscripto	17/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
569	Contador Público	22/12/2022	15/6/2023	Distancia - MTD	12	0	9	8,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Santa Fe	MATRICULA PAGA	feb-24	feb-24	8
570	Abogacía	26/11/2020	28/6/2023	Distancia - MTD	7	0	7	7	Masculino	2021	feb-23	A-2-2023	Reinscripto	28/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
571	Licenciatura En Administración	7/5/2020	27/7/2023	Distancia - MTD	22	1	6	6,3	Masculino	2020	feb-23	A-2-2023	Reinscripto	27/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	7
572	Martillero, Corredor Público Y Corredor Inmobiliario	31/1/2022	4/7/2023	Distancia - MTD	16	0	7	7,44	Femenino	2022	feb-23	A-2-2023	Reinscripto	4/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
573	Tecnicatura En Investigación De La Escena Del Crimen	29/9/2022	9/6/2023	Distancia - MTD	11	0	7	7,55	Femenino	2022	feb-23	A-2-2023	Reinscripto	9/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
574	Procurador	19/7/2023	19/7/2023	Distancia - MTD	6	0	8	8	Masculino	2023	feb-23	A-2-2023	Ingresante	19/7/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	9
575	Abogacía	13/11/2017	5/6/2023	Distancia - MTD	9	0	6	6,52	Femenino	2018	feb-23	A-2-2023	Reinscripto	5/6/2023	San Luis	MATRICULA PAGA	feb-24	feb-24	10
576	Contador Público	5/2/2021	16/6/2023	Distancia - MTD	29	1	8	8,3	Masculino	2021	feb-23	A-2-2023	Reinscripto	16/6/2023	Sin datos	MATRICULA PAGA	ene-24	feb-23	6
577	Licenciatura En Gestión De Recursos Humanos	29/3/2017	22/7/2023	Distancia - MTD	35	0	7	7,2	Femenino	2017	feb-23	A-2-2023	Reinscripto	22/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
578	Licenciatura En Gestión De Recursos Humanos	27/3/2023	18/7/2023	Distancia - MTD	13	0	8	8,23	Femenino	2023	feb-23	A-2-2023	Reinscripto	18/7/2023	Salta	MATRICULA PAGA	ene-24	ene-24	9
579	Escribanía-Ciclo	31/3/2023	5/6/2023	Distancia - MTD	8	0	8	7,75	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	San Luis	MATRICULA PAGA	feb-23	feb-23	10
580	Licenciatura En Gestión De Recursos Humanos	3/9/2020	14/6/2023	Distancia - MTD	21	0	7	6,95	Femenino	2020	feb-23	A-2-2023	Reinscripto	14/6/2023	Ciudad Autonoma De Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
581	Licenciatura En Ciencia Política Y Gobierno	26/12/2022	6/6/2023	Distancia - MTD	13	0	8	8,08	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
582	Licenciatura En Informática	28/8/2023	28/8/2023	Distancia - MTD	1	0	8	8	Masculino	2023	feb-23	B-2-2023	Ingresante	28/8/2023	Salta	MATRICULA PAGA	feb-23	feb-23	10
583	Tecnicatura En Higiene Y Seguridad Laboral	25/7/2023	25/7/2023	Distancia - MTD	1	0	7	7	Femenino	2023	feb-23	A-2-2023	Ingresante	25/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
584	Abogacía	29/3/2012	13/7/2023	Distancia - ED	0	0	4	5	Masculino	2012	feb-23	A-2-2023	Reinscripto	13/7/2023	Tucuman	MATRICULA PAGA	feb-23	feb-23	10
585	Abogacía	1/11/2021	5/6/2023	Distancia - MTD	23	1	8	7,74	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
586	Contador Público	13/3/2019	30/7/2023	Distancia - ED	6	1	9	8,63	Masculino	2019	feb-23	A-2-2023	Reinscripto	30/7/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	9
587	Abogacía	6/3/2018	22/6/2023	Distancia - MTD	9	0	7	6,71	Femenino	2018	feb-23	A-2-2023	Reinscripto	22/6/2023	Mendoza	MATRICULA PAGA	feb-24	feb-24	10
588	Procurador	18/11/2021	30/6/2023	Distancia - ED	26	0	9	8,73	Masculino	2022	feb-23	A-2-2023	Reinscripto	30/6/2023	Jujuy	MATRICULA PAGA	ene-24	feb-23	10
589	Procurador	26/4/2021	7/7/2023	Distancia - MTD	30	0	8	8,47	Masculino	2021	feb-23	A-2-2023	Reinscripto	7/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
590	Licenciatura En Gestión De Recursos Humanos	23/5/2022	6/6/2023	Distancia - MTD	22	0	7	7,26	Femenino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	10
591	Licenciatura En Administración	24/7/2018	18/7/2023	Distancia - MTD	41	1	9	8,87	Masculino	2019	feb-23	A-2-2023	Reinscripto	18/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
592	Licenciatura En Higiene, Seguridad Y Medio Ambiente Del Trabajo	13/12/2022	8/6/2023	Distancia - MTD	10	0	9	8,6	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	7
593	Contador Público	23/11/2021	27/6/2023	Distancia - MTD	14	1	7	6,59	Femenino	2022	feb-23	A-2-2023	Reinscripto	27/6/2023	Salta	MATRICULA PAGA	ene-24	feb-23	9
594	Licenciatura En Educación - Ciclo	16/2/2023	23/6/2023	Distancia - MTD	10	0	8	7,6	Femenino	2023	feb-23	A-2-2023	Reinscripto	23/6/2023	La Rioja	MATRICULA PAGA	ene-24	ene-24	8
595	Abogacía	8/3/2022	10/6/2023	Distancia - MTD	23	0	6	6,24	Femenino	2022	feb-23	A-2-2023	Reinscripto	10/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
596	Abogacía	14/2/2023	8/6/2023	Distancia - MTD	9	0	7	7,89	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
597	Licenciatura En Educación - Ciclo	5/6/2023	5/6/2023	Distancia - MTD	6	0	9	8,67	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
598	Abogacía	11/11/2020	16/6/2023	Distancia - MTD	21	0	8	7,64	Femenino	2021	feb-23	A-2-2023	Reinscripto	16/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
599	Contador Público	18/2/2022	12/6/2023	Distancia - MTD	22	0	8	8,21	Masculino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Tierra Del Fuego	MATRICULA PAGA	feb-24	feb-24	4
600	Procurador	20/7/2023	20/7/2023	Distancia - MTD	8	0	9	9	Femenino	2023	feb-23	A-2-2023	Ingresante	20/7/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	9
601	Licenciatura En Administración	20/1/2022	1/8/2023	Distancia - MTD	11	0	9	8,96	Femenino	2022	feb-23	A-2-2023	Reinscripto	1/8/2023	Corrientes	MATRICULA PAGA	feb-23	ene-23	2
602	Tecnicatura Universitaria En Gestión De Recursos Turísticos	13/1/2023	21/7/2023	Distancia - MTD	6	0	8	7,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	21/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
603	Licenciatura En Administración	8/5/2023	20/6/2023	Distancia - ED	3	0	6	6,4	Masculino	2023	feb-23	A-2-2023	Reinscripto	20/6/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	10
604	Licenciatura En Informática	22/6/2018	16/6/2023	Distancia - MTD	15	0	7	7,07	Masculino	2018	feb-23	A-2-2023	Reinscripto	16/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	4
605	Procurador	6/12/2022	13/6/2023	Distancia - MTD	14	0	8	8,29	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Tierra Del Fuego	MATRICULA PAGA	feb-24	feb-24	10
606	Licenciatura En Ciencia De Datos	18/8/2022	8/6/2023	Distancia - MTD	16	0	8	8,19	Masculino	2022	feb-23	A-2-2023	Reinscripto	8/6/2023	Chaco	MATRICULA PAGA	ene-24	ene-24	10
607	Licenciatura En Educación - Ciclo	16/12/2021	22/6/2023	Distancia - MTD	16	0	8	8,38	Femenino	2022	feb-23	A-2-2023	Reinscripto	22/6/2023	San Juan	MATRICULA PAGA	ene-24	feb-23	10
608	Licenciatura En Educación - Ciclo	17/4/2023	19/7/2023	Distancia - MTD	6	0	5	6,17	Femenino	2023	feb-23	A-2-2023	Reinscripto	19/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
609	Licenciatura En Informática	18/8/2009	23/7/2023	Distancia - MTD	5	1	6	6,23	Masculino	2009	feb-23	A-2-2023	Reinscripto	23/7/2023	Corrientes	MATRICULA PAGA	feb-23	feb-23	3
610	Contador Público	2/11/2020	15/6/2023	Distancia - MTD	16	1	6	6,74	Femenino	2021	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	feb-24	ene-24	0
611	Procurador	17/7/2023	17/7/2023	Distancia - MTD	12	0	9	9,42	Femenino	2023	feb-23	A-2-2023	Ingresante	17/7/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	10
612	Procurador	17/7/2023	11/8/2023	Distancia - MTD	12	0	9	9,42	Femenino	2023	feb-23	A-2-2023	Reinscripto	11/8/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	10
613	Abogacía	31/1/2020	7/6/2023	Distancia - ED	10	0	8	8,07	Femenino	2020	feb-23	A-2-2023	Reinscripto	7/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	8
614	Licenciatura En Ciencia De Datos	27/6/2022	13/6/2023	Distancia - MTD	7	0	8	8,14	Masculino	2022	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	8
615	Licenciatura En Educación - Ciclo	10/5/2023	11/7/2023	Distancia - MTD	8	0	8	8,13	Femenino	2023	feb-23	A-2-2023	Reinscripto	11/7/2023	Misiones	MATRICULA PAGA	ene-24	ene-24	10
616	Licenciatura En Educación - Ciclo	10/4/2023	6/6/2023	Distancia - MTD	7	0	8	8,14	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
617	Licenciatura En Gestión De Recursos Humanos	29/6/2021	23/7/2023	Distancia - MTD	25	0	7	7,24	Femenino	2021	feb-23	A-2-2023	Reinscripto	23/7/2023	Mendoza	MATRICULA PAGA	feb-23	feb-23	8
618	Abogacía	26/7/2022	22/6/2023	Distancia - MTD	26	0	8	7,85	Femenino	2022	feb-23	A-2-2023	Reinscripto	22/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	10
619	Abogacía	2/7/2021	7/6/2023	Distancia - MTD	12	0	10	9,5	Femenino	2021	feb-23	A-2-2023	Reinscripto	7/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	9
620	Martillero, Corredor Público Y Corredor Inmobiliario	24/11/2021	6/6/2023	Distancia - MTD	15	0	9	8,53	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
621	Licenciatura En Ambiente Y Energías Renovables	13/12/2019	13/6/2023	Presencial HOME	37	2	8	7,95	Masculino	2020	feb-23	A-2-2023	Reinscripto	13/6/2023	Cordoba	MATRICULA PAGA	feb-24	ene-24	1
622	Licenciatura En Seguridad Informatica	24/8/2022	5/6/2023	Distancia - MTD	18	0	8	7,52	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	7
623	Martillero, Corredor Público Y Corredor Inmobiliario	23/6/2021	6/6/2023	Distancia - MTD	18	0	8	7,61	Masculino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
624	Contador Público	18/5/2020	13/6/2023	Distancia - MTD	23	0	9	8,57	Femenino	2020	feb-23	A-2-2023	Reinscripto	13/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	3
625	Abogacía	7/3/2023	6/6/2023	Distancia - MTD	10	0	8	8,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
626	Abogacía	7/3/2023	24/7/2023	Distancia - MTD	10	0	8	8,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	24/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	7
627	Abogacía	22/9/2015	9/6/2023	Distancia - MTD	14	0	7	7,08	Masculino	2017	feb-23	A-2-2023	Reinscripto	9/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	2
628	Martillero, Corredor Público Y Corredor Inmobiliario	1/4/2022	6/6/2023	Distancia - MTD	10	0	9	8,7	Masculino	2022	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
629	Licenciatura En Educación - Ciclo	31/1/2023	21/6/2023	Distancia - MTD	10	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	Santa Fe	MATRICULA PAGA	feb-24	feb-24	10
630	Contador Público	26/11/2008	18/6/2023	Distancia - MTD	4	2	5	6,4	Femenino	2009	feb-23	A-2-2023	Reinscripto	18/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-23	8
631	Tecnicatura En Investigación De La Escena Del Crimen	7/2/2023	13/6/2023	Distancia - MTD	7	0	6	6,86	Femenino	2023	feb-23	A-2-2023	Reinscripto	13/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
632	Licenciatura En Gestión De Recursos Humanos	29/11/2013	5/7/2023	Distancia - ED	33	0	8	7,87	Masculino	2014	feb-23	A-2-2023	Reinscripto	5/7/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	10
633	Tecnicatura Universitaria En Gestión De Recursos Turísticos	26/3/2021	20/7/2023	Distancia - MTD	18	0	8	7,89	Femenino	2021	feb-23	A-2-2023	Reinscripto	20/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
634	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	7/3/2023	7/6/2023	Distancia - MTD	13	0	8	8	Sin dato	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
635	Abogacía	24/9/2016	29/6/2023	Distancia - MTD	5	0	7	7,8	Femenino	2016	feb-23	A-2-2023	Reinscripto	29/6/2023	Santa Cruz	MATRICULA PAGA	feb-24	feb-24	10
636	Abogacía	10/2/2015	8/6/2023	Distancia - MTD	13	0	8	8,15	Femenino	2015	feb-23	A-2-2023	Reinscripto	8/6/2023	Santiago Del Estero	MATRICULA PAGA	feb-24	feb-24	9
637	Abogacía	28/2/2023	6/6/2023	Distancia - MTD	10	0	8	8,48	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	10
638	Abogacía	12/12/2018	8/6/2023	Distancia - MTD	21	1	7	7,57	Masculino	2021	feb-23	A-2-2023	Reinscripto	8/6/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	10
639	Licenciatura En Administración	19/4/2023	7/9/2023	Distancia - MTD	0	0	0	0	Femenino	2023	feb-23	B-2-2023	Reinscripto	7/9/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	5
640	Procurador	1/10/2022	5/6/2023	Distancia - MTD	12	0	9	8,75	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	10
641	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	25/7/2023	25/7/2023	Distancia - MTD	4	0	7	7,25	Femenino	2023	feb-23	A-2-2023	Ingresante	25/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
642	Licenciatura En Educación - Ciclo	6/12/2022	11/10/2023	Distancia - MTD	0	0	0	0	Masculino	2023	feb-23	B-2-2023	Reinscripto	11/10/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	0
643	Abogacía	31/7/2006	6/6/2023	Distancia - MTD	11	0	6	6,76	Femenino	2006	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	9
